"agents,0,boundary,mass","agents,0,boundary,volume","agents,0,boundary,width","agents,0,boundary,length","agents,0,boundary,surface_area","agents,0,internal,protein","agents,1,boundary,mass","agents,1,boundary,volume","agents,1,boundary,width","agents,1,boundary,length","agents,1,boundary,surface_area","agents,1,internal,protein","total_global,mass","total_global,volume",time
1500.6870100054518,1.3628973482877982,1.0,2.0686281325880502,5.713388780950343,43240902.18432058,1500.6870447107178,1.3628973482877982,1.0,2.0686281325880502,5.713388780950343,43240903.18432058,3001.3740547161697,2.7257946965755964,114.0
1502.1884292207615,1.3642609181867744,1.0,2.0703642837054375,5.718843060546249,43284164.18432058,1502.1884639260272,1.3642609497370162,1.0,2.0703643238764524,5.718843186747214,43284165.18432058,3004.3768931467885,2.7285218679237904,115.0
1503.6913754677726,1.3656258447461467,1.0,2.0721021621764892,5.724302766783737,43327470.18432058,1503.6914101730383,1.3656258762963884,1.0,2.0721022023475046,5.724302892984703,43327471.18432058,3007.3827856408107,2.7312517210425353,116.0
1505.195814041219,1.366992159516157,1.0,2.0738418081722223,5.729768025863779,43370819.18432058,1505.195883451751,1.3669921910663985,1.0,2.0738418483432373,5.729768152064744,43370821.18432058,3010.39169749297,2.7339843505825554,117.0
1506.701779646367,1.3683598309465625,1.0,2.075583181521619,5.7352387115854,43414212.18432058,1506.7018490568992,1.3683598940470463,1.0,2.07558326186365,5.735238963987333,43414214.18432058,3013.403628703266,2.736719724993609,118.0
1508.209202872685,1.3697288905876064,1.0,2.077326322395697,5.740714950149576,43457647.18432058,1508.2092722832172,1.3697289536880901,1.0,2.077326402737728,5.74071520255151,43457649.18432058,3016.4184751559023,2.7394578442756963,119.0
1509.7181878359709,1.3710992753388045,1.0,2.0790711504524246,5.746196489154368,43501127.18432058,1509.7182225412366,1.3710993384392882,1.0,2.0790712307944554,5.746196741556302,43501128.18432058,3019.4364103772077,2.7421986137780925,120.0
1511.2286304204258,1.3724710798508826,1.0,2.0808177862048485,5.75168370720268,43544649.18432058,1511.2286651256916,1.372471111401124,1.0,2.0808178263758634,5.751683833403646,43544650.18432058,3022.457295546117,2.7449421912520067,121.0
1512.7406347418485,1.3738442094731145,1.0,2.082566109139921,5.757176225691607,43588216.18432058,1512.7406694471144,1.373844241023356,1.0,2.0825661493109364,5.757176351892573,43588217.18432058,3025.481304188963,2.7476884504964705,122.0
1514.2541313897066,1.375218758856226,1.0,2.08431623977069,5.762674423224053,43631826.18432058,1514.2541660949728,1.3752187904064677,1.0,2.0843162799417057,5.762674549425021,43631827.18432058,3028.508297484679,2.750437549262694,123.0
1515.7691550692666,1.3765946648997331,1.0,2.0860680977551236,5.768178047398083,43675480.18432058,1515.7691897745324,1.3765946964499753,1.0,2.0860681379261394,5.7681781735990505,43675481.18432058,3031.5383448437988,2.7531893613497083,124.0
1517.285705780528,1.3779719591538788,1.0,2.087821723264238,5.773687224414664,43719178.18432058,1517.2857404857941,1.3779719907041204,1.0,2.0878217634352536,5.773687350615631,43719179.18432058,3034.571446266322,2.755943949857999,125.0
1518.803748818225,1.3793506416186618,1.0,2.0895771162980328,5.7792019542737965,43762919.18432058,1518.8037835234911,1.3793506731689038,1.0,2.0895771564690486,5.779202080474764,43762920.18432058,3037.6075323417163,2.7587013147875656,126.0
1520.3233188876236,1.3807306807438409,1.0,2.0913342366854923,5.784722110774512,43806704.18432058,1520.3233535928898,1.3807307122940828,1.0,2.091334276856508,5.7847222369754805,43806705.18432058,3040.646672480513,2.7614613930379237,127.0
1521.844381283458,1.382112108079658,1.0,2.093093124597633,5.790247820117782,43850532.18432058,1521.84445069399,1.3821121396298999,1.0,2.093093164768649,5.79024794631875,43850534.18432058,3043.688831977448,2.7642242477095578,128.0
1523.3670054162599,1.383494892075871,1.0,2.0948537398634386,5.795778956102634,43894405.18432058,1523.3670748267916,1.3834949551763545,1.0,2.0948538202054694,5.795779208504568,43894407.18432058,3046.7340802430517,2.7669898472522254,129.0
1524.8911218754972,1.3848790958329635,1.0,2.09661616282494,5.801315771131004,43938321.18432058,1524.8912259912952,1.3848791589334468,1.0,2.09661624316697,5.801316023532936,43938324.18432058,3049.7823478667924,2.76975825476641,130.0
1526.4168000717023,1.386264656250452,1.0,2.0983803131401055,5.806858012800957,43982282.18432058,1526.4169041875002,1.3862647509011774,1.0,2.098380433653152,5.806858391403859,43982285.18432058,3052.8337042592025,2.7725294071516293,131.0
1527.9440052996088,1.3876516364288203,1.0,2.100146271150968,5.81240593351443,44026287.18432058,1527.9440747101407,1.3876517310795458,1.0,2.1001463916640146,5.812406312117332,44026289.18432058,3055.8880800097495,2.775303367508366,132.0
1529.4727028539512,1.3890400048178262,1.0,2.101913996686511,5.817959407070455,44070335.18432058,1529.472772264483,1.3890400679183097,1.0,2.1019140770285416,5.817959659472388,44070337.18432058,3058.945475118434,2.778080072736136,133.0
1531.0029621452607,1.3904297298672283,1.0,2.103683449575718,5.823518307268062,44114428.18432058,1531.0029968505266,1.3904297929677119,1.0,2.1036835299177494,5.823518559669997,44114429.18432058,3062.0059589957873,2.78085952283494,134.0
1532.534748468272,1.3918208746775096,1.0,2.105454710160622,5.829082886509188,44158565.18432058,1532.534783173538,1.3918209062277516,1.0,2.1054547503316376,5.829083012710157,44158566.18432058,3065.06953164181,2.783641780905261,135.0
1534.0680271177189,1.393213407698429,1.0,2.107227738270206,5.834653018592865,44202745.18432058,1534.0680618229849,1.393213439248671,1.0,2.1072277784412217,5.834653144793834,44202746.18432058,3068.1360889407038,2.7864268469471,136.0
1535.6028327988672,1.3946072973797445,1.0,2.1090024937334553,5.840228577318129,44246969.18432058,1535.6028675041332,1.3946073289299863,1.0,2.1090025339044702,5.840228703519093,44246970.18432058,3071.2057003030004,2.7892146263097306,137.0
1537.1392349222494,1.3960025752716974,1.0,2.1107790167213842,5.845809688885939,44291239.18432058,1537.1392349222494,1.3960026068219393,1.0,2.1107790568924,5.845809815086907,44291239.18432058,3074.278469844499,2.7920051820936367,138.0
1538.677129372067,1.3973993044747721,1.0,2.1125573875760253,5.851396605698238,44335552.18432058,1538.677129372067,1.3973993044747721,1.0,2.1125573875760253,5.851396605698238,44335552.18432058,3077.354258744134,2.7947986089495442,139.0
1540.216585558852,1.3987973903382427,1.0,2.114337485784331,5.85698894915212,44379910.18432058,1540.216585558852,1.3987973903382427,1.0,2.114337485784331,5.85698894915212,44379910.18432058,3080.433171117704,2.7975947806764854,140.0
1541.7575687773387,1.4001968959625928,1.0,2.1161193916883327,5.86258697164952,44424312.18432058,1541.7575687773387,1.4001968959625928,1.0,2.1161193916883327,5.86258697164952,44424312.18432058,3083.5151375546775,2.8003937919251856,141.0
1543.300113732793,1.4015977897975807,1.0,2.117903065117015,5.868190546989471,44468759.18432058,1543.300113732793,1.4015977897975807,1.0,2.117903065117015,5.868190546989471,44468759.18432058,3086.600227465586,2.8031955795951613,142.0
1544.8441857199487,1.4030001033934483,1.0,2.1196885462413935,5.873799801372941,44513250.18432058,1544.8442204252146,1.4030001033934483,1.0,2.1196885462413935,5.873799801372941,44513251.18432058,3089.6884061451633,2.8060002067868965,143.0
1546.3897847388062,1.4044038051999532,1.0,2.121475794890452,5.879414608598962,44557785.18432058,1546.3898541493381,1.4044038367501952,1.0,2.1214758350614678,5.87941473479993,44557787.18432058,3092.7796388881443,2.8088076419501484,144.0
1547.936945494631,1.4058088952170964,1.0,2.1232648110641916,5.8850349686675365,44602365.18432058,1547.937014905163,1.4058089583175801,1.0,2.1232648914062224,5.8850352210694705,44602367.18432058,3095.8739603997938,2.8116178535346767,145.0
1549.4856679874233,1.407215404995119,1.0,2.1250556349336263,5.8906610077796255,44646990.18432058,1549.485737397955,1.4072154680956028,1.0,2.125055715275658,5.890661260181561,44646992.18432058,3098.9714053853786,2.814430873090722,146.0
